"id","repo_fullname","commits_count","commits_days_since_first","commits_days_since_last","commits_total_lines_added","commits_total_lines_removed","commits_avg_added","commits_avg_removed","commits_avg_files_changed","commits_avg_message_length","commits_avg_per_day","commits_avg_per_day_real","commits_max_per_day","contributors_count","contributors_top_avg_commits","contributors_top_avg_participation_week","contributors_top_avg_additions","contributors_top_avg_deletions","forks_count","forks_avg_per_day","forks_avg_max_per_day","issues_total_comments","issues_count","issues_open","issues_labels","issues_avg_labels","issues_avg_closing_time","issues_avg_comment_time","issues_avg_comments","issues_avg_comment_length","issues_avg_title_length","issues_avg_body_length","issues_avg_per_day","issues_avg_per_day_real","issues_max_per_day","repo_size","repo_topics","repo_branches","repo_age_days","repo_workflows","repo_languages","repo_milestones","repo_watchers","repo_deployments","repo_readme_length","repo_network_members","pulls_count","pulls_total_lines_added","pulls_total_lines_removed","pulls_avg_lines_added","pulls_avg_lines_removed","pulls_avg_closing_time","pulls_avg_comments","pulls_avg_review_comments","pulls_avg_Commits","pulls_avg_body_length","pulls_avg_title_length","pulls_avg_files_changed","pulls_avg_labels","pulls_avg_created_per_day","pulls_avg_created_per_day_real","pulls_max_created_per_day","releases_count","releases_tags","releases_total_downloads","releases_avg_body_length","releases_avg_title_length","releases_avg_assets","releases_avg_assets_downloads","releases_avg_assets_size","releases_avg_downloads_per_day","stars_count","stars_avg_per_day_real","stars_max_per_day","wf_count","wf_avg_duration","wf_avg_success_duration","wf_avg_failure_duration","wf_avg_successes_per_day","wf_avg_successes_per_day_real","wf_avg_fails_per_day","created_at","updated_at"
889,"microsoft/AzureNL",56,887,486,1218,287,22,5,2,20,NULL,3,15,6,8,3,27,15,9,0,2,0,8,0,0,0,0,0,0,0,22,56,0,2,3,65,0,1,887,0,0,0,4,43,547,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-26 06:59:51.166934","2022-03-26 06:59:51.166934"
890,"MicrosoftDocs/DocsLegal-pr.en-IN",32,1290,110,1393,386,44,12,2,33,NULL,1,3,8,3,2,52,11,2,0,1,24,15,0,0,0,0,0,1,1862,18,4,0,1,2,73,0,4,1290,0,1,0,2,0,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-26 07:00:17.423672","2022-03-26 07:00:17.423672"
891,"VerseferaStudios/DevilsPunishment",1110,1194,594,21681151,3646698,19533,3285,26,169,NULL,4,32,23,43,7,14710,4602,4,0,1,14,19,2,2,0,0,0,0,156,33,166,0,1,4,5188055,0,104,1194,0,7,0,5,0,2483,4,1,48858,226,48858,226,0,0,0,4,118,22,7,0,0,1,1,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-26 07:16:07.480362","2022-03-26 07:16:07.480362"
892,"microsoft/VAReady2020",29,781,761,748,7,26,0,1,44,NULL,6,13,3,9,1,25,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,781,0,0,0,3,0,2535,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,2,0,0,0,0,0,0,0,"2022-03-26 07:16:31.882526","2022-03-26 07:16:31.882526"
893,"microsoft/MT-DNN",13,893,632,11185,337,860,26,7,165,NULL,3,5,3,4,2,904,28,23,0,2,4,11,4,0,0,0,0,0,145,28,409,0,1,2,270,4,4,893,0,3,0,110,7,15893,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2225,35,0,0,0,NULL,110,1,8,0,0,0,0,0,0,0,"2022-03-26 07:16:50.978825","2022-03-26 07:16:50.978825"
894,"MicrosoftDocs/office-developer-o365-service-communications-ref-dotnet.ru-RU",8,1346,292,4189,430,524,54,9,49,NULL,1,2,4,2,1,523,53,1,0,1,2,2,2,0,0,0,0,1,1626,123,29,0,2,2,10948,0,6,1346,0,1,0,2,0,774,1,2,10,5,5,2,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-26 08:31:57.395825","2022-03-26 08:31:57.395825"
895,"MicrosoftDocs/visualstudio-docs.it-it",9240,1964,2,10097139,9117400,1093,987,42,47,NULL,8,146,0,0,0,0,0,1,0,1,22,16,2,11,0,0,0,1,341,40,969,0,1,2,190332,0,7,1733,0,1,0,1,0,2117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-26 09:46:21.591378","2022-03-26 09:46:21.591378"
896,"Azure/azure-data-lake-storage-gen2-psmodule",8,865,865,1181,44,148,6,2,31,NULL,4,5,2,2,1,27,0,3,0,1,0,1,0,0,0,0,0,0,0,37,0,0,1,1,17,0,1,865,0,1,0,4,0,3389,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-26 09:46:34.755528","2022-03-26 09:46:34.755528"
897,"Azure/azure-service-bus-node",159,1983,1055,46420,18613,292,117,5,109,NULL,3,11,10,14,4,278,158,13,0,2,305,230,1,207,0,0,0,1,338,46,346,0,3,31,647,0,6,1984,0,3,4,9,0,216,14,1,2995,371,2995,371,0,0,23,3,151,26,26,0,0,1,1,0,0,0,0,0,0,0,0,NULL,9,1,1,0,0,0,0,0,0,0,"2022-03-26 09:48:27.113904","2022-03-26 09:48:27.113904"
898,"GeekyAnts/NativeBase",5214,2173,3,4310168,1757657,827,337,10,51,NULL,6,65,99,22,5,499,274,2125,0,6,15664,4756,350,2433,0,0,0,3,257,42,908,2,2,20,65569,9,648,2171,1,8,0,17337,2031,9803,2176,74,165779,150973,2240,2040,0,1,0,2,1523,43,3,0,0,1,4,161,161,0,678,5,0,0,0,NULL,17337,8,124,2,0.006568287037037037,0.005787037037037037,0.00078125,0,2,0,"2022-03-26 10:55:03.998713","2022-03-26 10:55:03.998713"
899,"Azure-Samples/functions-proxies",5,1787,1786,398,2,80,0,2,35,NULL,3,4,0,0,0,0,0,3,0,1,3,1,0,1,1,0,0,3,107,43,0,0,1,1,4,0,2,1787,0,0,0,8,0,649,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,8,1,1,0,0,0,0,0,0,0,"2022-03-26 10:55:15.926525","2022-03-26 10:55:15.926525"
900,"predixdesignsystem/px-validation",124,2279,1125,22799,5503,184,44,3,35,NULL,2,10,7,12,7,169,51,1,0,1,8,2,0,2,1,0,0,4,264,67,1175,0,1,1,1585,1,5,2279,0,3,0,0,21,2156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,54,20,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-26 10:56:25.420689","2022-03-26 10:56:25.420689"
901,"MicrosoftDocs/powerapps_script_test-pr.fr-fr",5,1138,129,46334,17224,9267,3445,99,45,NULL,3,4,2,2,1,9266,3444,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,2,1138,0,1,0,1,0,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-26 10:56:41.162389","2022-03-26 10:56:41.162389"
902,"reprograma/on3-carreira",70,842,831,52221,334,746,5,4,55,NULL,10,36,28,1,1,311,10,0,0,0,0,29,1,0,0,0,0,0,0,30,5,0,5,13,2017,0,30,845,0,3,0,1,0,2155,0,1,47,107,47,107,0,0,0,1,62,37,2,0,0,1,1,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-26 10:57:35.134155","2022-03-26 10:57:35.134155"
903,"sizuest/dist-sys-git-uebung",208,394,29,3968,562,19,3,3,51,NULL,42,109,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,1,394,0,1,0,4,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,2,2,0,0,0,0,0,0,0,"2022-03-26 10:59:22.715397","2022-03-26 10:59:22.715397"
904,"microsoft/Xaml-Islands-Samples",209,886,236,160612,61491,768,294,17,39,NULL,4,36,6,28,4,791,594,38,0,2,64,64,30,8,0,0,0,1,457,40,476,0,1,12,96050,0,1,886,4,4,0,81,0,948,39,1,21,14,21,14,0,0,0,1,0,13,6,0,0,1,1,1,1,197,277,20,3,65,164836727,NULL,81,1,2,10,0.5685844907407407,0.48196643518518517,0.08661805555555556,0,13,0,"2022-03-26 11:01:51.569943","2022-03-26 11:01:51.569943"
905,"MicrosoftDocs/OfficeDocs-SkypeforBusiness-Test-pr.zh-cn",135,1431,837,879422,490382,6514,3632,36,50,NULL,4,20,16,6,1,4062,1418,16,0,1,88,33,0,0,0,0,0,2,9578,21,11,0,1,3,31347,0,5,1431,0,1,0,2,0,373,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-26 11:03:47.458496","2022-03-26 11:03:47.458496"
906,"Azure-Samples/compute-dotnet-create-virtual-machines-from-generalized-image-or-specialized-vhd",36,1921,432,57511,20080,1598,558,6,31,NULL,1,3,10,3,2,1781,663,1,0,1,1,5,2,1,0,0,0,0,174,37,460,0,1,1,28201,0,2,1927,0,7,0,1,0,1826,1,1,1,1,1,1,0,0,0,1,2211,75,1,1,0,1,1,5,5,304,0,88,1,60,28314312,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-26 11:04:19.135537","2022-03-26 11:04:19.135537"
907,"Azure-Samples/app-service-java-configure-deployment-sources-for-functions-on-linux",6,802,115,6515,2603,1086,434,3,23,NULL,1,1,3,2,2,1406,754,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,2,802,0,1,0,0,0,1793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-26 11:04:30.596009","2022-03-26 11:04:30.596009"
908,"MicrosoftDocs/xbox-live-docs",1375,1289,37,289342,154245,210,112,14,85,NULL,4,52,27,9,3,711,481,34,0,1,43,97,71,0,0,0,0,0,140,38,660,0,1,3,67533,0,2,1114,0,4,0,19,0,373,35,1,2,2,2,2,0,0,0,1,72,8,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,19,1,1,0,0,0,0,0,0,0,"2022-03-26 11:17:40.425882","2022-03-26 11:17:40.425882"
909,"baejinho/AlgoStudy",66,1748,1572,1602,194,24,3,1,25,NULL,5,13,10,4,1,21,3,3,0,1,3,16,0,0,0,0,0,0,84,15,5,0,1,2,32,0,4,1750,0,4,0,17,0,562,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,17,1,7,0,0,0,0,0,0,0,"2022-03-26 18:05:37.849598","2022-03-26 18:05:37.849598"
910,"microsoft/DataOps",20,858,424,7082,72,354,4,8,37,NULL,3,5,2,7,2,350,3,18,0,3,1,8,0,0,0,0,0,0,87,40,422,0,1,3,376,0,2,858,0,5,0,37,0,3278,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,199,0,25,1,33,225405,NULL,37,1,2,0,0,0,0,0,0,0,"2022-03-27 06:37:34.90066","2022-03-27 06:37:34.90066"
911,"microsoft/P.808",372,897,14,91620,44966,246,121,11,50,NULL,2,13,10,23,6,344,236,43,0,3,12,55,14,0,0,0,0,0,110,38,146,0,1,3,500064,0,5,803,0,4,0,125,0,7599,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,125,1,4,0,0,0,0,0,0,0,"2022-03-27 06:42:22.238779","2022-03-27 06:42:22.238779"
912,"ozer0532/TugasWawancaraDaemon",1565,944,942,27052,6116,17,4,2,46,NULL,522,1146,100,9,1,6,2,34,0,21,0,20,0,0,0,0,0,0,0,36,133,0,10,16,83251,0,4,944,0,0,0,0,0,2322,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-27 06:57:09.144534","2022-03-27 06:57:09.144534"
913,"MicrosoftDocs/microsoft-365-docs-pr.pt-PT",456,1227,1,38664,19165,85,42,4,23,NULL,1,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9780,0,4,1227,0,1,0,2,0,374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-27 07:01:26.958085","2022-03-27 07:01:26.958085"
914,"Azure-Samples/cognitive-services-java-computer-vision-tutorial",20,1682,1643,10097,180,505,9,4,46,NULL,4,7,0,0,0,0,0,10,0,1,6,6,0,6,1,0,0,1,154,27,0,0,1,2,2789,0,1,1682,0,1,0,5,0,1061,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-27 07:01:48.56065","2022-03-27 07:01:48.56065"
915,"MicrosoftDocs/Dynamics-365-Operations.nb-no",1094,1858,2,1947891,1338822,1781,1224,49,35,NULL,2,18,0,0,0,0,0,6,0,2,26,24,0,0,0,0,0,1,35344,35,59,0,1,2,107287,0,9,1858,0,1,0,2,0,379,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-27 07:17:14.34238","2022-03-27 07:17:14.34238"
916,"tydtea/1907",21,699,698,100,9,5,0,1,13,NULL,11,12,5,1,1,6,0,6,0,5,1,1,1,0,0,0,0,1,6,13,19,0,1,1,348,0,5,699,0,2,0,12,0,0,6,1,11616,0,11616,0,0,1,0,26,19,13,53,0,0,1,1,0,0,0,0,0,0,0,0,NULL,12,2,8,0,0,0,0,0,0,0,"2022-03-27 07:17:34.303595","2022-03-27 07:17:34.303595"
917,"microsoft/tsdoc",995,1487,134,339065,225318,341,226,5,51,NULL,6,40,28,29,4,217,156,105,0,3,910,316,100,104,0,0,0,2,592,43,643,0,1,9,3470,7,3,1487,0,5,0,3881,165,3457,106,5,2672,155,534,31,0,1,0,2,266,47,10,0,0,1,2,0,0,0,0,0,0,0,0,NULL,3881,3,99,0,0,0,0,0,0,0,"2022-03-27 07:27:57.916563","2022-03-27 07:27:57.916563"
918,"spacetelescope/crds-cache-test",15,2151,303,2680868,276,178725,18,110,59,NULL,2,4,0,0,0,0,0,4,0,1,1,10,2,0,0,0,0,0,217,26,140,0,1,2,6888,3,1,2196,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-27 07:28:20.672177","2022-03-27 07:28:20.672177"
919,"Azure-Samples/AIP-AccessDenied-Alerts",6,865,865,995,20,166,3,3,22,NULL,6,6,2,2,1,133,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,865,0,1,0,1,0,7735,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-27 07:28:32.503457","2022-03-27 07:28:32.503457"
920,"ejmstark/event_system",432,1634,1512,936454,124239,2168,288,14,50,NULL,11,47,26,9,3,380,152,3,0,2,292,450,166,285,0,0,0,0,64,41,79,0,7,27,39554,0,46,1634,0,4,8,10,2,1656,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,10,1,4,0,0,0,0,0,0,0,"2022-03-27 07:32:57.937439","2022-03-27 07:32:57.937439"
921,"hasadna/open-bus",1015,2169,295,863316,63325,851,62,4,60,NULL,3,19,34,23,6,547,295,26,0,3,622,388,52,158,0,0,0,1,523,42,516,0,1,14,4109,6,33,2097,0,9,5,62,0,1856,26,10,7944,792,794,79,0,0,0,14,1320,42,15,0,0,1,2,0,0,0,0,0,0,0,0,NULL,62,1,2,0,0,0,0,0,0,0,"2022-03-27 07:42:04.168333","2022-03-27 07:42:04.168333"
922,"AztecGameLab/LongTermGame2",364,925,841,473322,251421,1300,691,11,43,NULL,7,46,23,12,3,1303,1017,2,0,1,3,7,0,1,0,0,0,0,67,31,199,0,1,2,115338,0,1,925,0,4,0,2,0,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,46,13,1,4,32464221,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-27 07:45:24.479226","2022-03-27 07:45:24.479226"
923,"microsoft/VisualStudioForMacRefresh",9,751,746,8846,37,983,4,6,24,NULL,2,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18157,0,1,751,0,0,0,9,0,2581,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,9,1,2,0,0,0,0,0,0,0,"2022-03-27 07:45:39.493684","2022-03-27 07:45:39.493684"
924,"oVirt/ovirt-appliance",403,2907,2,6381,4523,16,11,2,178,NULL,2,14,0,0,0,0,0,15,0,1,20,44,1,5,0,0,0,0,171,30,214,0,2,8,482,3,15,3003,1,4,2,12,0,1467,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,12,1,1,2,1.9798958333333334,1.0719965277777779,0.9078993055555555,0,1,0,"2022-03-27 07:49:21.932435","2022-03-27 07:49:21.932435"
925,"aumc-bscs5th/Lab-Submissions",351,1641,1575,4269,313,12,1,2,21,NULL,23,80,40,8,5,12,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14458,0,1,1641,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-27 07:52:13.27797","2022-03-27 07:52:13.27797"
926,"terraform-providers/terraform-provider-oci",4625,2095,16,22347536,13861782,4832,2997,29,64,NULL,4,42,100,33,12,10857,8842,3,0,2,0,1,0,0,0,0,0,0,0,54,196,0,1,1,262396,0,61,16,0,5,0,2,0,3398,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-27 08:40:08.053057","2022-03-27 08:40:08.053057"
927,"nwieters/esm-summerschool",81,924,923,380,131,5,2,1,23,NULL,41,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,924,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,2,2,0,0,0,0,0,0,0,"2022-03-27 08:40:52.622825","2022-03-27 08:40:52.622825"
928,"MicrosoftDocs/OfficeDocs-Enterprise-pr.zh-TW",8,1594,604,2066,94,258,12,40,89,NULL,1,2,4,2,1,258,11,1,0,1,2,2,2,0,0,0,0,1,1561,123,29,0,2,2,57719,0,6,1594,0,1,0,2,0,373,1,2,76,72,38,36,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-27 08:41:08.819283","2022-03-27 08:41:08.819283"
929,"spacetelescope/yaml-schema-standard",200,2924,507,13514,7178,68,36,5,48,NULL,3,13,5,30,7,60,46,2,0,1,2,4,0,0,0,0,0,0,171,21,351,0,1,1,264,3,1,2547,0,5,0,4,0,493,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-27 08:42:50.356996","2022-03-27 08:42:50.356996"
930,"MicrosoftDocs/azure-docs-sdk-node.es-ES",294,1683,963,5682107,2713676,19327,9230,78,26,NULL,3,72,8,36,11,19392,9261,2,0,1,1,1,0,0,0,0,0,1,801,14,0,0,1,1,34585,0,4,1683,0,1,0,2,0,1128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-27 08:47:26.419702","2022-03-27 08:47:26.419702"
931,"MicrosoftDocs/dynamics-365-ai",13458,1312,26,815862,696578,61,52,7,34,NULL,19,198,57,88,10,22,18,36,0,2,39,36,1,0,0,0,0,1,288,27,148,0,1,4,196019,0,3,1053,0,1,0,14,0,373,37,1,1,1,1,1,0,0,0,1,33,18,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,14,1,1,0,0,0,0,0,0,0,"2022-03-27 09:48:49.03958","2022-03-27 09:48:49.03958"
932,"github/feedback",40,530,4,574,60,14,2,1,77,NULL,1,3,9,3,2,18,1,516,0,13,50,38,2,0,0,0,0,1,407,22,237,0,1,3,99,11,3,537,0,0,0,2059,0,6269,545,2,47,0,23,0,0,4,0,1,16,13,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,2059,5,89,0,0,0,0,0,0,0,"2022-03-27 09:53:16.504321","2022-03-27 09:53:16.504321"
