"id","repo_fullname","commits_count","commits_days_since_first","commits_days_since_last","commits_total_lines_added","commits_total_lines_removed","commits_avg_added","commits_avg_removed","commits_avg_files_changed","commits_avg_message_length","commits_avg_per_day","commits_avg_per_day_real","commits_max_per_day","contributors_count","contributors_top_avg_commits","contributors_top_avg_participation_week","contributors_top_avg_additions","contributors_top_avg_deletions","forks_count","forks_avg_per_day","forks_avg_max_per_day","issues_total_comments","issues_count","issues_open","issues_labels","issues_avg_labels","issues_avg_closing_time","issues_avg_comment_time","issues_avg_comments","issues_avg_comment_length","issues_avg_title_length","issues_avg_body_length","issues_avg_per_day","issues_avg_per_day_real","issues_max_per_day","repo_size","repo_topics","repo_branches","repo_age_days","repo_workflows","repo_languages","repo_milestones","repo_watchers","repo_deployments","repo_readme_length","repo_network_members","pulls_count","pulls_total_lines_added","pulls_total_lines_removed","pulls_avg_lines_added","pulls_avg_lines_removed","pulls_avg_closing_time","pulls_avg_comments","pulls_avg_review_comments","pulls_avg_Commits","pulls_avg_body_length","pulls_avg_title_length","pulls_avg_files_changed","pulls_avg_labels","pulls_avg_created_per_day","pulls_avg_created_per_day_real","pulls_max_created_per_day","releases_count","releases_tags","releases_total_downloads","releases_avg_body_length","releases_avg_title_length","releases_avg_assets","releases_avg_assets_downloads","releases_avg_assets_size","releases_avg_downloads_per_day","stars_count","stars_avg_per_day_real","stars_max_per_day","wf_count","wf_avg_duration","wf_avg_success_duration","wf_avg_failure_duration","wf_avg_successes_per_day","wf_avg_successes_per_day_real","wf_avg_fails_per_day","created_at","updated_at"
586,"MicrosoftDocs/EnableXliffTranformGitHub.it-IT",7,1313,1225,782,172,112,25,2,99,NULL,1,2,1,7,6,111,24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,1313,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-19 01:41:29.547082","2022-03-19 01:41:29.547082"
587,"CS6620-S21/D4N-S3Select-Caching",50,400,325,3569,213,71,4,1,28,NULL,8,18,4,6,1,114,6,1,0,1,0,1,0,0,0,0,0,0,0,27,0,0,1,1,731,0,2,400,0,2,0,2,0,16179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,2,2,0,0,0,0,0,0,0,"2022-03-19 01:41:46.539552","2022-03-19 01:41:46.539552"
588,"osmlab/leaflet-locatecontrol",42,3422,3203,762,256,18,6,2,45,NULL,2,5,4,9,4,19,6,0,0,0,1,1,0,0,0,0,0,1,128,27,118,0,1,1,1029,0,2,3203,0,0,0,0,0,1886,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 01:42:00.670912","2022-03-19 01:42:00.670912"
589,"microsoftgraph/ios-objectivec-connect-sample",62,2130,742,6803,1532,110,25,4,40,NULL,2,9,9,2,1,68,19,9,0,2,21,17,0,4,0,0,0,1,154,37,253,0,1,2,151,0,3,2136,0,3,0,14,0,8244,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,349,0,70,1,174,95525,NULL,14,1,1,0,0,0,0,0,0,0,"2022-03-19 01:42:19.103443","2022-03-19 01:42:19.103443"
590,"Azure/service-fabric-mesh-preview",774,1519,1341,3268858,2014784,4223,2603,13,67,NULL,12,222,22,11,2,7822,7921,8,0,1,1236,394,172,137,0,0,0,3,404,49,1055,0,1,23,13336,0,20,1519,0,0,4,88,0,1412,9,2,119,8,59,4,0,0,0,4,278,52,7,0,0,1,1,0,0,0,0,0,0,0,0,NULL,88,1,3,0,0,0,0,0,0,0,"2022-03-19 01:50:59.427257","2022-03-19 01:50:59.427257"
591,"microsoft/PhETOfficeAddIn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,1990,0,4,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-19 01:51:08.519014","2022-03-19 01:51:08.519014"
592,"microsoftgraph/msgraph-training-phpapp.es-ES",19,1108,42,14012,1889,737,99,11,23,NULL,1,2,2,9,6,778,104,1,0,1,18,23,5,23,1,0,0,0,17,65,8280,0,2,5,1136,0,9,1108,0,0,0,1,0,1891,1,5,3718,2355,743,471,0,0,0,1,7453,65,1,1,0,1,4,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-19 01:51:24.824058","2022-03-19 01:51:24.824058"
593,"spacetelescope/synphot_refactor",1214,3230,79,2701650,2676250,2225,2204,6,60,NULL,5,32,10,47,14,2956,2920,14,0,1,498,326,15,627,1,0,0,1,443,37,468,0,1,10,11223,5,4,3230,5,2,1,30,0,1037,15,1,472,2,472,2,0,7,4,5,868,58,11,2,0,1,1,15,15,0,214,19,0,0,0,NULL,30,1,1,18,0.12698109567901233,0.10096643518518518,0.02601466049382716,0,4,0,"2022-03-19 02:02:35.757434","2022-03-19 02:02:35.757434"
594,"asaaswvu/MiniWebServer",2,1478,1478,1715,0,858,0,6,18,NULL,2,2,1,2,1,857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,61,1478,0,1,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 02:02:48.327473","2022-03-19 02:02:48.327473"
595,"NuGet/docs.microsoft.com-nuget.zh-tw",756,1841,207,225270,157788,298,209,10,27,NULL,3,10,13,28,11,302,212,0,0,0,20,12,0,12,1,0,0,1,755,30,11,0,1,3,9580,0,5,1841,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 02:08:59.445562","2022-03-19 02:08:59.445562"
596,"tushartuteja/gittutorial",612,1869,1866,5916,474,10,1,4,47,NULL,204,602,37,2,1,2,0,8,0,6,0,4,1,0,0,0,0,0,0,9,5,0,2,3,84,0,49,1869,0,0,0,0,0,0,8,1,1,0,1,0,0,0,0,1,23,16,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 02:11:28.967597","2022-03-19 02:11:28.967597"
597,"Azure/MLAKSDeployment",280,1349,1141,504110,296110,1800,1058,3,42,NULL,7,20,5,19,4,5550,4472,8,0,1,16,35,4,7,0,0,0,0,65,37,105,0,1,3,16065,0,10,1349,0,2,0,15,0,4797,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,15,1,4,0,0,0,0,0,0,0,"2022-03-19 02:13:57.212062","2022-03-19 02:13:57.212062"
598,"Azure-Samples/compute-java-manage-vmss-in-availability-zones",22,1625,108,7093,3093,322,141,2,19,NULL,1,1,9,2,2,414,232,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,2,1633,0,1,0,0,0,1893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,307,0,76,1,38,31646,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 02:14:09.814409","2022-03-19 02:14:09.814409"
599,"Qui-Gon173/AiSD-2020",1888,521,427,367830,14896,195,8,4,39,NULL,24,94,38,13,4,111,16,10,0,2,96,417,0,794,1,0,0,0,135,19,5,0,5,28,1355,0,12,521,0,2,0,3,0,253,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-19 02:28:42.470598","2022-03-19 02:28:42.470598"
600,"MicrosoftDocs/msrd-dev-center",13,1820,428,3911,400,301,31,95,27,NULL,1,3,2,6,3,325,33,10,0,1,0,1,0,0,0,0,0,0,0,37,0,0,1,1,70321,0,1,1820,0,3,0,10,0,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,10,1,1,0,0,0,0,0,0,0,"2022-03-19 03:16:46.641094","2022-03-19 03:16:46.641094"
601,"spacetelescope/style-guides",472,1414,277,15382,3428,33,7,1,48,NULL,6,46,17,11,3,23,7,27,0,1,262,116,31,33,0,0,0,2,290,32,295,0,1,8,675,0,2,1414,0,1,2,41,0,1925,27,2,352,0,176,0,0,2,4,2,174,20,5,0,0,1,1,0,0,0,0,0,0,0,0,NULL,41,1,3,0,0,0,0,0,0,0,"2022-03-19 03:20:42.496679","2022-03-19 03:20:42.496679"
602,"microsoft/vscode-hydrate",24,991,939,5252,1907,219,79,3,100,NULL,1,3,3,7,3,216,82,6,0,1,25,53,9,26,0,0,0,0,143,39,1119,0,1,8,157,0,8,991,0,1,0,8,0,3964,7,6,27,25,4,4,0,0,0,1,5174,34,1,1,0,1,1,1,1,0,317,6,0,0,0,NULL,8,1,2,0,0,0,0,0,0,0,"2022-03-19 03:21:09.362047","2022-03-19 03:21:09.362047"
603,"MicrosoftDocs/dynamics365smb-docs-pr.ru-ru",403,1809,4,610713,435269,1515,1080,65,35,NULL,3,8,0,0,0,0,0,3,0,1,4,1,0,0,0,0,0,4,845,32,0,0,1,1,55947,0,6,1809,1,1,0,2,0,1117,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-19 03:25:16.988716","2022-03-19 03:25:16.988716"
604,"Azure-Samples/cosmos-dotnet-todo-app",22,1233,977,31888,813,1449,37,6,30,NULL,2,10,5,2,1,2430,33,11,0,1,0,3,0,0,0,0,0,0,0,24,703,0,1,1,505,0,2,1233,0,5,0,3,0,3973,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,498,0,66,1,249,530814,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-19 03:25:27.838283","2022-03-19 03:25:27.838283"
605,"Azure-Samples/DynamicsConnector",19,1065,74,3915,189,206,10,4,34,NULL,2,7,4,4,2,217,10,5,0,1,6,7,5,4,0,0,0,0,97,69,1706,0,1,2,203,0,5,1065,0,1,0,3,0,1245,5,5,9,9,1,1,0,0,0,1,2100,79,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,3,1,2,0,0,0,0,0,0,0,"2022-03-19 03:25:41.379839","2022-03-19 03:25:41.379839"
606,"Azure/swashbuckle-resource-provider",5,2144,2096,37871,25,7574,5,24,31,NULL,3,4,1,3,2,11,7,4,0,1,0,4,0,0,0,0,0,0,0,18,0,0,2,3,442,0,1,2144,0,5,0,10,0,2794,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,10,1,1,0,0,0,0,0,0,0,"2022-03-19 03:25:53.636284","2022-03-19 03:25:53.636284"
607,"Azure-Samples/app-service-dotnet-manage-data-connections-for-web-apps-on-linux",29,1802,425,55613,19898,1918,686,7,24,NULL,1,3,11,2,2,1917,686,1,0,1,0,1,1,1,1,0,0,0,0,75,2195,0,1,1,28196,0,2,1802,0,7,0,0,0,1755,1,1,1,1,1,1,0,0,0,1,2195,75,1,1,0,1,1,2,2,293,0,96,1,146,28313860,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 03:26:11.126012","2022-03-19 03:26:11.126012"
608,"MicrosoftDocs/WSL",3106,19070,11,1488524,1407694,479,453,2,85,NULL,6,112,98,11,4,331,324,387,0,5,4297,1468,39,54,0,0,0,2,704,41,603,0,1,19,50787,0,21,2186,0,1,0,1352,0,1209,397,3,37,32,12,10,0,2,0,1,191,42,4,0,0,1,1,89,89,0,1117,5,0,0,0,NULL,1352,1,13,0,0,0,0,0,0,0,"2022-03-19 03:58:09.216662","2022-03-19 03:58:09.216662"
609,"rachidalili/MS-BGD2015",1146,2354,2284,10311546,1233304,8998,1076,14,23,NULL,27,148,29,14,4,4161,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53060,0,1,2354,0,7,0,6,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,1,3,0,0,0,0,0,0,0,"2022-03-19 04:07:27.695813","2022-03-19 04:07:27.695813"
610,"Azure-Samples/cosmosdb-java-create-documentdb-and-configure-firewall",22,1738,899,4005,573,182,26,2,17,NULL,1,3,10,2,2,186,30,3,0,1,6,2,2,0,0,0,0,3,87,46,235,0,1,1,49,0,1,1738,0,1,0,0,0,1350,3,2,60,38,30,19,0,3,1,1,235,46,2,0,0,1,1,3,3,289,0,61,1,96,29897,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 04:07:46.455683","2022-03-19 04:07:46.455683"
611,"Azure/azure-amqp",971,2558,2,391816,300318,404,309,9,70,NULL,5,22,0,0,0,0,0,63,0,3,293,215,5,19,0,0,0,1,313,43,831,0,1,4,1991,0,2,2350,0,2,1,73,0,1049,66,1,2475,120,2475,120,0,9,47,2,1962,20,30,0,0,1,1,37,37,256,140,13,0,7,867427,NULL,73,1,3,0,0,0,0,0,0,0,"2022-03-20 08:19:46.112816","2022-03-20 08:19:46.112816"
612,"AngelaRiosLuna/uaemextexcocoico",5,270,216,283,0,57,0,5,9,NULL,2,2,1,5,2,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,0,2,270,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-20 08:43:02.076609","2022-03-20 08:43:02.076609"
613,"MicrosoftDocs/msftdynamicsgpdocs",2732,19072,4,5116087,3444652,1873,1261,8,43,NULL,8,56,18,51,13,1065,883,21,0,4,1033,465,6,141,0,0,0,2,7106,27,36,0,1,11,92167,0,5,1763,1,1,1,12,0,4332,21,3,733,197,244,65,0,2,0,2,4,21,4,0,0,1,1,0,0,0,0,0,0,0,0,NULL,12,1,1,4,0.26666666666666666,0.266478587962963,0.0001880787037037037,0,1,0,"2022-03-20 19:23:37.794125","2022-03-20 19:23:37.794125"
614,"HackBeanpot/Astronaut-Bootcamp-Nov-21",21,122,36,40218,202,1915,10,4,18,NULL,5,9,1,19,3,2116,10,1,0,1,0,16,13,0,0,0,0,0,0,15,14,0,8,13,543,0,44,126,0,3,0,0,22,4035,1,13,146,21,11,1,0,0,0,1,16,16,1,0,0,1,11,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-20 19:23:54.349049","2022-03-20 19:23:54.349049"
615,"microsoft/OCR-Form-Tools",1115,776,4,260605,81186,234,73,4,190,NULL,5,28,0,0,0,0,0,141,0,3,368,1026,157,75,0,0,0,0,250,46,278,1,2,17,18239,7,73,829,0,9,0,398,0,16322,142,31,24136,24279,778,783,0,0,0,5,2026,41,8,0,0,1,2,6,6,1203,370,28,0,240,65355037,NULL,398,1,15,0,0,0,0,0,0,0,"2022-03-20 19:31:43.928927","2022-03-20 19:31:43.928927"
616,"ScottyLabs/HackerHelp",11,1873,1865,155,26,14,2,1,58,NULL,2,3,2,5,1,14,2,0,0,0,92,52,3,1,0,0,0,1,130,28,520,0,26,49,14,0,1,1873,0,0,0,1,0,5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-20 19:31:55.490936","2022-03-20 19:31:55.490936"
617,"microsoft/customer-scripts",10,2288,2013,220,13,22,1,1,56,NULL,3,4,2,4,2,24,0,12,0,2,0,3,1,0,0,0,0,0,0,35,93,0,1,1,6,0,3,2288,0,2,0,10,0,314,13,1,12,3,12,3,0,0,0,2,47,11,2,0,0,1,1,0,0,0,0,0,0,0,0,NULL,10,1,1,0,0,0,0,0,0,0,"2022-03-20 19:32:05.349589","2022-03-20 19:32:05.349589"
618,"Azure/azure-storage-blob-go",363,1602,146,348659,140602,960,387,8,165,NULL,3,9,31,5,3,1122,602,90,0,3,633,314,37,43,0,0,0,2,425,43,763,0,1,4,2296,0,56,1602,0,1,4,144,0,4870,95,6,2167,3214,361,535,0,1,1,4,162,47,12,0,0,1,1,18,18,0,303,32,0,0,0,NULL,144,1,2,0,0,0,0,0,0,0,"2022-03-20 20:40:45.99224","2022-03-20 20:40:45.99224"
619,"Azure/msrest-for-python",677,1980,10,50357,13605,74,20,3,77,NULL,5,24,22,14,4,79,27,54,0,2,343,242,21,39,0,0,0,1,975,39,434,0,1,7,954,4,8,1980,0,2,0,34,0,20011,55,4,21,6,5,1,0,2,0,1,490,49,1,0,0,1,1,52,52,0,290,6,0,0,0,NULL,34,1,1,0,0,0,0,0,0,0,"2022-03-20 20:44:13.928181","2022-03-20 20:44:13.928181"
620,"NoMeliodas/tdt_git",81,290,109,133,30,2,0,1,35,NULL,16,59,28,1,1,1,0,1,0,1,2,54,18,0,0,0,0,0,20,13,4,0,10,37,76,0,77,290,0,0,0,0,0,0,1,18,14,0,0,0,0,0,0,1,10,15,1,0,0,1,12,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-20 20:44:36.238888","2022-03-20 20:44:36.238888"
621,"Azure/cyclecloud-openfoam",3,1249,1249,365,0,122,0,1,14,NULL,3,3,2,1,1,121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1249,0,0,0,1,0,916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-20 20:44:44.690992","2022-03-20 20:44:44.690992"
622,"osmlab/osmi-data-processor",17,2566,2548,187,95,11,6,2,16,NULL,4,12,2,6,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,1,2550,0,2,0,0,0,606,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-20 20:44:52.127489","2022-03-20 20:44:52.127489"
623,"UI-FASILKOM-OS/os201",9452,728,588,325664,278854,34,30,3,24,NULL,107,918,100,29,9,10,7,64,0,10,18,104,0,3,0,0,0,0,143,19,193,0,3,9,5364,0,1,728,0,5,0,4,3937,756,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-20 21:24:06.795761","2022-03-20 21:24:06.795761"
624,"stankin/oop-app",228,1467,148,1514542,66228,6643,290,14,23,NULL,6,30,20,4,1,2604,941,8,0,2,44,217,36,399,1,0,0,0,97,43,76,0,5,25,9322,0,2,1501,0,3,0,0,93,1932,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-21 09:50:33.727543","2022-03-21 09:50:33.727543"
625,"Azure/azure-pixel-tracker",362,1658,1532,17452,4764,48,13,2,23,NULL,30,126,3,59,2,51,16,3,0,1,4,4,0,4,1,0,0,1,154,13,0,0,1,2,29079,2,2,1658,0,1,0,5,0,9063,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-21 09:52:17.332345","2022-03-21 09:52:17.332345"
626,"bettyblocks/material-ui-component-set",12689,887,0,30511843,14474337,2405,1141,5,131,NULL,24,160,0,0,0,0,0,31,0,2,2812,1779,5,2006,1,0,0,1,273,38,107,2,3,16,19445,0,136,737,7,2,0,13,0,2697,33,5,632,32,126,6,0,0,0,3,344,41,2,0,0,1,2,417,417,0,556,7,0,0,0,NULL,13,1,1,110,0.31636079545454543,0.07579282407407407,0.24056797138047137,0,16,0,"2022-03-23 11:30:55.065948","2022-03-23 11:30:55.065948"
627,"Azure/iot-ux-baseline",3110,2077,1022,613190,548270,197,176,3,122,NULL,9,64,100,11,3,155,141,9,0,1,7,20,1,0,0,0,0,0,71,33,460,0,1,2,2864,0,8,1364,0,3,0,9,0,5208,10,1,30,49,30,49,0,0,0,1,184,39,2,0,0,1,1,7,7,0,329,15,0,0,0,NULL,9,1,1,0,0,0,0,0,0,0,"2022-03-23 11:44:52.404676","2022-03-23 11:44:52.404676"
628,"LEAGUE-Level6/DiscordBot",956,1132,50,500854,220328,524,230,6,44,NULL,4,24,37,6,3,145,164,16,0,2,68,214,115,17,0,0,0,0,163,23,190,0,1,15,9194,0,166,1039,0,1,0,3,0,862,16,88,95146,1927,1081,21,0,0,0,6,299,22,6,0,0,1,2,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-23 11:50:24.61833","2022-03-23 11:50:24.61833"
629,"Fierfek/Project-Eden-One",258,1286,926,1875252,502978,7268,1950,38,59,NULL,10,74,21,2,1,4096,411,2,0,1,0,5,0,0,0,0,0,0,0,25,43,0,1,3,42505,0,28,1286,0,4,0,2,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-23 11:51:49.083366","2022-03-23 11:51:49.083366"
630,"Four51/CustomSolutions",605,2785,1276,51783,36062,86,60,2,34,NULL,4,64,9,49,10,98,83,16,0,1,43,59,16,45,0,0,0,0,151,63,224,0,1,3,1572,0,2,2785,0,2,0,7,0,2022,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,7,1,1,0,0,0,0,0,0,0,"2022-03-23 11:53:11.367912","2022-03-23 11:53:11.367912"
631,"Microsoft/vscode-editorconfig",60,2380,2223,4272,3061,71,51,2,48,NULL,3,6,9,6,2,112,96,26,0,2,65,10,0,10,1,0,0,6,263,26,187,0,1,2,175,0,1,2380,0,1,0,71,0,1351,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,71,1,5,0,0,0,0,0,0,0,"2022-03-23 11:53:22.981346","2022-03-23 11:53:22.981346"
632,"ita-social-projects/GreenCity",13021,961,83,3113443,1570224,239,121,12,60,NULL,22,184,77,37,6,95,68,68,0,2,1539,3929,554,10539,2,0,0,0,1318,51,584,4,5,28,19014,0,12,961,1,5,161,44,0,7488,68,8,148,62,18,7,0,0,0,1,2930,34,1,0,0,1,3,2,2,0,0,0,0,0,0,NULL,44,1,5,26,0.13019720441595442,0.10870459401709402,0.0214926103988604,0,4,0,"2022-03-23 12:39:10.696988","2022-03-23 12:39:10.696988"
633,"spacetelescope/stistarg",74,1902,530,3703,357,50,5,2,57,NULL,4,16,1,72,12,51,4,0,0,0,0,2,2,0,0,0,0,0,0,29,257,0,1,1,298,0,3,1902,0,3,0,0,0,2842,0,1,68,80,68,80,0,0,0,15,0,43,11,0,0,1,1,6,6,0,53,18,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-23 12:39:19.305503","2022-03-23 12:39:19.305503"
634,"OpenTOSCA/vinothek",18,2760,1672,12530,8949,696,497,5,62,NULL,1,3,3,5,3,575,526,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,1,2,2760,0,3,0,9,0,1187,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,9,1,5,0,0,0,0,0,0,0,"2022-03-23 12:39:28.043939","2022-03-23 12:39:28.043939"
635,"Azure/cortana-intelligence-energy-supply-optimization",82,1799,622,8583,2671,105,33,2,29,NULL,3,13,6,12,2,90,32,12,0,2,5,4,3,0,0,0,0,1,301,41,869,0,1,1,27362,0,2,1799,0,1,0,9,0,6025,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,9,1,1,0,0,0,0,0,0,0,"2022-03-23 12:39:37.838168","2022-03-23 12:39:37.838168"
636,"microsoft/AI",2174,1089,145,458028,441652,211,203,2,32,NULL,23,174,11,96,3,311,305,127,0,6,10,20,2,0,0,0,0,0,276,33,582,0,1,2,24184,0,8,931,0,2,0,443,0,10101,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33,15,0,0,0,NULL,443,1,16,0,0,0,0,0,0,0,"2022-03-23 12:52:07.273549","2022-03-23 12:52:07.273549"
637,"looker/angular-virtual-scroll",61,3322,2406,18621,826,305,14,3,81,NULL,2,5,5,10,4,357,15,1,0,1,0,5,0,0,0,0,0,0,0,17,42,0,1,3,571,0,5,2406,0,3,0,0,0,5131,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-23 12:52:15.686872","2022-03-23 12:52:15.686872"
638,"MicrosoftDocs/IntuneDocs.fr-fr",5526,2217,729,7622196,6388524,1379,1156,13,52,NULL,7,80,19,123,13,1198,1195,6,0,2,35,29,0,11,0,0,0,1,123,20,120,0,1,2,71527,0,4,2107,0,1,0,4,0,4973,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-23 13:25:56.1121","2022-03-23 13:25:56.1121"
639,"MicrosoftDocs/DocsLegal-pr.en-CA",34,1288,107,1440,409,42,12,1,37,NULL,1,3,8,3,2,51,11,2,0,1,27,15,0,0,0,0,0,1,1793,19,6,0,1,2,72,0,4,1288,0,1,0,2,0,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-23 13:26:05.551919","2022-03-23 13:26:05.551919"
640,"Azure/autorest.aio",5,1685,1591,403,0,81,0,1,14,NULL,3,3,3,1,1,80,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1685,0,1,0,1,0,1260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-23 13:26:13.405712","2022-03-23 13:26:13.405712"
641,"Azure/azure-storage-php",580,2267,166,533886,146616,920,253,29,72,NULL,3,30,27,7,4,1134,636,164,0,2,865,328,50,102,0,0,0,2,258,47,684,0,1,8,8705,0,3,2268,0,1,3,189,18,10649,169,6,52,40,8,6,0,3,0,1,224,46,2,0,0,1,1,56,56,0,543,35,0,0,0,NULL,189,1,2,0,0,0,0,0,0,0,"2022-03-23 13:29:57.502286","2022-03-23 13:29:57.502286"
642,"Azure/azure-odata-sql-js",24,2189,1927,4537,400,189,17,3,61,NULL,2,4,4,4,2,258,15,8,0,1,24,7,0,4,0,0,0,3,138,38,168,0,1,1,40,0,1,2189,0,1,0,19,0,1261,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,19,1,1,0,0,0,0,0,0,0,"2022-03-23 13:31:13.294284","2022-03-23 13:31:13.294284"
643,"MicrosoftDocs/office-developer-word-pia-ref-dotnet.pt-BR",14,1343,289,429336,40791,30667,2914,127,38,NULL,2,4,4,3,2,30666,2913,2,0,1,2,2,2,0,0,0,0,1,2319,123,29,0,2,2,17711,0,7,1343,0,1,0,2,0,463,2,2,10,5,5,2,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-23 13:31:24.568828","2022-03-23 13:31:24.568828"
